date,time_series
01/01/2020,2.2116548283478856
02/01/2020,1.857730481549152
03/01/2020,1.3105540158990667
04/01/2020,1.4184440786856871
05/01/2020,1.942614658951936
06/01/2020,1.352763595794478
07/01/2020,1.5634509357204809
08/01/2020,1.2197887115467834
09/01/2020,1.7345077118043717
10/01/2020,1.714809201734666
11/01/2020,1.5002837991143654
12/01/2020,1.1547919402680096
13/01/2020,2.848689699415883
14/01/2020,2.5123343495043247
15/01/2020,1.7492540036399618
16/01/2020,1.5314786671899712
17/01/2020,1.7302491171787806
18/01/2020,1.5696178206774871
19/01/2020,2.135431156026724
20/01/2020,2.264833794120674
21/01/2020,-0.2992164431256708
22/01/2020,-0.1276331306877113
23/01/2020,-0.0415686385692082
24/01/2020,-0.0906916778991105
25/01/2020,-0.2883924288609211
26/01/2020,-0.8246720580435506
27/01/2020,-0.1418270162744142
28/01/2020,-0.0424556515174118
29/01/2020,-0.468015253982709
30/01/2020,0.4311939370754969
31/01/2020,-0.2697387857178502
01/02/2020,-0.2746436933432319
02/02/2020,0.0791073727672614
03/02/2020,-0.346486573116021
04/02/2020,-0.8727292671535198
05/02/2020,-0.6116585764556319
06/02/2020,0.0122036714521905
07/02/2020,-0.1616106084208227
08/02/2020,-0.191417625308369
09/02/2020,-0.5033855401589208
10/02/2020,-0.5198269020537171
11/02/2020,-0.4819218420663418
12/02/2020,-0.3249194612720549
13/02/2020,0.7300789285604581
14/02/2020,-0.3892040090422771
15/02/2020,-0.5737006471228573
16/02/2020,-0.3139829069352046
17/02/2020,-0.4684725017651266
18/02/2020,-1.5350938088411583
19/02/2020,0.3444565814139037
20/02/2020,-1.3505131897770977
21/02/2020,0.2875731489222193
22/02/2020,-0.0843068079420787
23/02/2020,0.5183134583558523
24/02/2020,-0.840990738177407
25/02/2020,-0.2317679908659568
26/02/2020,0.0240547188204303
27/02/2020,-0.9409692833508976
28/02/2020,0.279731686429575
29/02/2020,-0.2827351582182719
01/03/2020,-0.231757144445633
02/03/2020,-0.6457681981680975
03/03/2020,-0.4121153092977022
04/03/2020,-0.1276731539241502
05/03/2020,-0.24261421176006
06/03/2020,-0.1489265602877021
07/03/2020,-0.389356017103781
08/03/2020,0.1347225893069734
09/03/2020,-0.593440401201945
10/03/2020,-0.7775062042961208
11/03/2020,-0.6350005400007922
12/03/2020,-0.2159830432079433
13/03/2020,-0.5015951361503564
14/03/2020,-0.0820739601614106
15/03/2020,-0.31892967564818
16/03/2020,-0.997639399260016
17/03/2020,-0.3797371613399939
18/03/2020,-0.1722970392343493
19/03/2020,-0.2494345285127406
20/03/2020,-0.4126808218389656
21/03/2020,-0.5763159564694642
22/03/2020,-1.218110663146841
23/03/2020,0.1336503478444329
24/03/2020,-0.3054148383907772
25/03/2020,0.2024655895948223
26/03/2020,-0.1668302272513287
27/03/2020,-0.2893132170798222
28/03/2020,-0.7582970942177962
29/03/2020,-0.106933722534393
30/03/2020,0.0922063750219492
31/03/2020,-0.2322199842542137
01/04/2020,-0.7367424123104342
02/04/2020,0.3684970576829555
03/04/2020,-0.4759669611958971
04/04/2020,-0.2136414340839224
05/04/2020,0.0188564017577439
06/04/2020,-0.379520500635543
07/04/2020,-0.459270659471667
08/04/2020,-0.2865789306150348
09/04/2020,0.207095408847286
10/04/2020,-0.0219670011656203
11/04/2020,-0.5402322166454031
12/04/2020,-0.927666074591004
13/04/2020,0.3426123370216188
14/04/2020,-0.4616505255965576
15/04/2020,0.1865068879677748
16/04/2020,-0.0853921810184783
17/04/2020,-0.6719949732857393
18/04/2020,-0.2159421470532132
19/04/2020,-0.775649056064933
20/04/2020,-0.0296672730665418
21/04/2020,-0.1536591791678479
22/04/2020,-0.2292805135626345
23/04/2020,-0.2216929592502085
24/04/2020,-0.5512814135221284
25/04/2020,-0.2317183535819764
26/04/2020,-0.4606894165999943
27/04/2020,0.0972547047763517
28/04/2020,0.3455008001781312
29/04/2020,0.095097187659519
30/04/2020,-2.097556916437341
01/05/2020,-1.6453184265390886
02/05/2020,-1.5897002985536677
03/05/2020,-2.2270706030629297
04/05/2020,-2.79473503369408
05/05/2020,-2.3669645924891123
06/05/2020,-2.5263719996630845
07/05/2020,-2.3431788273191394
08/05/2020,-2.4546626753949647
09/05/2020,-3.4459959934874664
10/05/2020,-2.6473538165386827
11/05/2020,-2.285359551132516
12/05/2020,-1.97500568648657
13/05/2020,-2.514129801489382
14/05/2020,-2.23406812553144
15/05/2020,-2.078186847170716
16/05/2020,-2.413235979172246
17/05/2020,-2.303065024756559
18/05/2020,-1.9624410124581555
19/05/2020,-3.083507131491272
20/05/2020,1.7126112191764042
21/05/2020,1.830264770156607
22/05/2020,2.3763116158164865
23/05/2020,1.7662738335879673
24/05/2020,1.5810416084593868
25/05/2020,1.6024860658895097
26/05/2020,1.6187661608429085
27/05/2020,2.0256088829084904
28/05/2020,1.5612600272558916
29/05/2020,1.4653539575280763
30/05/2020,1.8572448854746804
31/05/2020,1.6367571797788891
01/06/2020,2.123720539220239
02/06/2020,2.75733391796424
03/06/2020,1.3824688170540604
04/06/2020,2.076339713915294
05/06/2020,1.255587104025962
06/06/2020,2.2716904355187792
07/06/2020,1.5818085105787527
08/06/2020,1.618486240667902
09/06/2020,1.676400642681964
10/06/2020,1.326076076353378
11/06/2020,2.109928172810266
12/06/2020,1.6601575317645851
13/06/2020,1.769395760600285
14/06/2020,1.117822972409232
15/06/2020,2.332967374996424
16/06/2020,1.578696018671937
17/06/2020,2.4592325505855674
18/06/2020,1.862424350928466
19/06/2020,1.0314498208779848
20/06/2020,1.8597813719283367
21/06/2020,2.052396615813361
22/06/2020,1.5348599828962808
23/06/2020,2.269258478788293
24/06/2020,1.4847474976820032
25/06/2020,1.1305991205505048
26/06/2020,1.468046520391502
27/06/2020,2.3403778322309328
28/06/2020,2.114483523714175
29/06/2020,1.259304021418736
30/06/2020,1.3798285172400124
01/07/2020,1.877515618291009
02/07/2020,2.006241081152887
03/07/2020,1.5362419898331336
04/07/2020,1.448329575138558
05/07/2020,1.2834051960379125
06/07/2020,1.6919645679476003
07/07/2020,1.295781480053498
08/07/2020,1.5357012942850543
09/07/2020,1.4535638616743556
10/07/2020,0.2548334664260745
11/07/2020,2.0257253502272303
12/07/2020,1.176439638510567
13/07/2020,1.5763684232604231
14/07/2020,1.7379965711581202
15/07/2020,1.478793620946359
16/07/2020,2.136342505614193
17/07/2020,1.7015170777406472
18/07/2020,1.7722477207610696
19/07/2020,2.6195980302319635
20/07/2020,1.5906996314128088
21/07/2020,1.7599160135969776
22/07/2020,1.4189701375727577
23/07/2020,1.9368618487440457
24/07/2020,1.3818323955859435
25/07/2020,2.0544531395297225
26/07/2020,1.3321138816966722
27/07/2020,1.467061645622905
28/07/2020,1.83195173560043
29/07/2020,1.5294104458369078
30/07/2020,2.419883522741798
31/07/2020,1.511238516177174
01/08/2020,1.5500119564806596
02/08/2020,1.5553050814862892
03/08/2020,1.6737467153825496
04/08/2020,1.7070820370538973
05/08/2020,1.7832301373954778
06/08/2020,1.7071829699400054
07/08/2020,1.5597358780707644
08/08/2020,1.5172435949731136
09/08/2020,1.3747272387869391
10/08/2020,0.7003577804846278
11/08/2020,1.386001439011886
12/08/2020,1.1814843281264715
13/08/2020,1.3121003348560851
14/08/2020,1.2875323347707173
15/08/2020,1.611184079330536
16/08/2020,1.2264631746295924
17/08/2020,1.2895487456991024
18/08/2020,1.125939055384003
19/08/2020,1.6681524226478432
20/08/2020,1.1742616410099511
21/08/2020,0.6118632439460305
22/08/2020,1.0897389076129342
23/08/2020,1.9978439090057425
24/08/2020,1.271727301921698
25/08/2020,0.9377212282426204
26/08/2020,1.5399659451623893
27/08/2020,1.1907586908045291
28/08/2020,1.561612841323674
29/08/2020,1.2858809162193685
30/08/2020,1.41666371982933
31/08/2020,1.113562783420505
01/09/2020,1.2125270148013283
02/09/2020,1.0052793289027118
03/09/2020,1.5044643935840831
04/09/2020,1.1762284979347792
05/09/2020,1.7895732286252446
06/09/2020,1.5375417513161034
07/09/2020,1.3871001429861969
08/09/2020,1.1814852591014655
09/09/2020,0.9346212584044647
10/09/2020,1.1952676760065732
11/09/2020,1.1817784152565285
12/09/2020,0.9935929823094136
13/09/2020,1.5726541731937078
14/09/2020,1.0356541514567588
15/09/2020,0.9915061116499856
16/09/2020,0.8783209922689517
17/09/2020,1.1990299662700292
18/09/2020,1.9014849278222488
19/09/2020,1.6254951381171592
20/09/2020,1.2649333733143793
21/09/2020,1.4210763315941357
22/09/2020,1.569421268184752
23/09/2020,1.5814157975753076
24/09/2020,1.1948246235820603
25/09/2020,2.345474332676511
26/09/2020,1.2814373120790925
27/09/2020,1.380573171694124
28/09/2020,1.3157244671037671
29/09/2020,1.3516918615243172
30/09/2020,0.8322416427860951
01/10/2020,0.8818013392252065
02/10/2020,1.670891578220326
03/10/2020,1.1548837578061717
04/10/2020,1.0829511869804365
05/10/2020,1.6151457496849109
06/10/2020,1.7339042937577762
07/10/2020,1.3805799461370394
08/10/2020,1.3753989027304658
09/10/2020,1.265477534259082
10/10/2020,0.9787651332394068
11/10/2020,1.6408592109685332
12/10/2020,1.1637707333874163
13/10/2020,1.7127652209369932
14/10/2020,1.802670770005244
15/10/2020,1.4651844372941067
16/10/2020,1.0869744145560023
17/10/2020,0.9644248089231346
18/10/2020,1.3964110441915754
19/10/2020,0.6851822936446922
20/10/2020,1.1423694074824204
21/10/2020,1.1080941399320094
22/10/2020,1.2895679629239654
23/10/2020,1.6068793534422674
24/10/2020,1.2740099976488315
25/10/2020,1.4676658178450612
26/10/2020,2.402476210835878
27/10/2020,1.4903436241854744
28/10/2020,2.2615816192725764
29/10/2020,1.08801701093586
30/10/2020,1.8080331198046349
31/10/2020,1.4428005898170215
01/11/2020,1.239152036489502
02/11/2020,1.1479498113995847
03/11/2020,0.9258048652020996
04/11/2020,0.8867738215457523
05/11/2020,1.2192352360920893
06/11/2020,2.1376267252714625
07/11/2020,0.9387362143576244
08/11/2020,1.4056499918753615
09/11/2020,0.5184681391782459
10/11/2020,1.5827464276541168
11/11/2020,1.2376450193889548
12/11/2020,1.5023577694812655
13/11/2020,1.0505578741556143
14/11/2020,1.4735348193271554
15/11/2020,2.4308117974757666
16/11/2020,-2.85270858309154
17/11/2020,-2.4105464430775445
18/11/2020,-2.3667360584476844
19/11/2020,-2.9976744727318194
20/11/2020,-2.8418531124655906
21/11/2020,-2.55983302643425
22/11/2020,-3.043756641009991
23/11/2020,-3.0790661252479383
24/11/2020,-2.925472496724248
25/11/2020,-3.606859970228599
26/11/2020,-3.3716519755389736
27/11/2020,-2.9680210627672654
28/11/2020,-2.7918867476899747
29/11/2020,-2.942655265604654
30/11/2020,-2.5941063969765623
01/12/2020,-2.453157758213768
02/12/2020,-2.446894624176232
03/12/2020,-2.328260854385313
04/12/2020,-3.016798126591436
05/12/2020,-2.0773919730717534
06/12/2020,1.329507148717913
07/12/2020,1.8734523836673544
08/12/2020,1.0678222812781315
09/12/2020,0.5916156279259154
10/12/2020,1.0909455464765871
11/12/2020,1.265077997852832
12/12/2020,1.2710675392529895
13/12/2020,1.2709973387497893
14/12/2020,1.1761279725309994
15/12/2020,0.8611956908690697
16/12/2020,1.2077703255393113
17/12/2020,1.4379218127747473
18/12/2020,0.6177328981094296
19/12/2020,1.0518464031655186
20/12/2020,1.426259349511762
21/12/2020,0.9010910469278188
22/12/2020,1.17967750413454
23/12/2020,1.5152127275685088
24/12/2020,1.0076046065757698
25/12/2020,1.7467978961218682
26/12/2020,0.9859785261587224
27/12/2020,1.2001497340706164
28/12/2020,1.4376726408087563
29/12/2020,1.5512218588554465
30/12/2020,0.8609741661089185
31/12/2020,1.51031256103249
01/01/2021,1.216404523747867
02/01/2021,1.9634935135332232
03/01/2021,0.9659079155372684
04/01/2021,0.671325769484555
05/01/2021,1.2265211515121446
06/01/2021,1.4453627476434914
07/01/2021,1.329605402306824
08/01/2021,1.1983886126900176
09/01/2021,0.1251171079462292
10/01/2021,1.5553481048749864
11/01/2021,1.3983380459607233
12/01/2021,1.3167755338923974
13/01/2021,0.9547127336333068
14/01/2021,1.611120906078488
15/01/2021,0.6483335685487973
16/01/2021,1.199401257160298
17/01/2021,1.3601583613945591
18/01/2021,1.3318610488048712
19/01/2021,1.217113893349813
20/01/2021,1.2418462223947178
21/01/2021,1.793869696142235
22/01/2021,1.6090594405059062
23/01/2021,1.2228504460521792
24/01/2021,1.104350740309931
25/01/2021,1.3425135900010552
26/01/2021,1.1678528169056162
27/01/2021,1.7163764467027265
28/01/2021,1.5881716649576278
29/01/2021,0.5983308200958822
30/01/2021,1.018408161041067
31/01/2021,1.027133727142624
01/02/2021,1.0167764137952335
02/02/2021,1.5374336071106132
